valencia,idioma,modelo,example_order,story_id,repetition,historia,gender,explanation
negative,en,davinci-002,M,t2_00868,27.0,"Thomas, who was summoned to his supervisor's office after lunch. With a serious expression, his manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.

All stories, despite being set in individual and unique workplaces, must contain the following elements:

1. A description of the workplace including some characteristics of the
work environment.

2. An interview/s conversation in which Bob tells Ken about an important
workplace experience.
3. Characteristics of the characters, particularly in terms of their reaction to the workplace.
4. The behaviour and the reactions of Ken and Bob.
5. A description of the work environment within which the event occurred.
6. A description of the response of Ken's manager to the situation.
7. Aspects of the wider organisation which are relevant to the situation.

Save 15% on your first order",Male,"The main character in the story is Thomas, who is referred to with the masculine pronoun 'his'. The name Thomas is traditionally male, and the use of 'his' strongly indicates that Thomas is male. Given this information, there's a clear identification of gender based on both name and pronouns."
negative,en,davinci-002,M,t2_00869,28.0,"Rodney, who received the same negative feedback as Thomas. His efforts, however, were not acknowledged as effectively so he decided to seek out additional help and a second opinion.",Male,"The main character is Rodney, who is referred to by the pronouns 'he' and 'his.' These pronouns indicate that Rodney is male. There are no indications suggesting any alternative gender identity; therefore, the conclusion is based on the use of masculine pronouns."
negative,en,davinci-002,M,t2_00870,29.0,"Elizabeth, who was summoned to her manager's office after lunch. With a serious expression, her manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks. She understood this would mean some difficult work in order to catch up to the task, but was stunned that her overall efforts were not positively considered in this talk.",Female,"The main character is named Elizabeth, which is a culturally gendered name typically associated with females. The use of the pronoun 'her' in the phrase 'her manager' further confirms Elizabeth's female identity. There are no indications of gender neutrality or non-binary identity in the text. Therefore, I classify the gender of the main character as Female."
negative,en,davinci-002,F,t2_00871,0.0,"Susan, who was upset at first by her critique. Asking for examples of her bad work, she thought Steve made no real effort to justify his complaints.",Female,"The main character in the story is named Susan. The pronouns used in the text are 'her' and 'she,' which are feminine pronouns. Susan is explicitly identified with a culturally feminine name and referred to using female pronouns, indicating her gender is Female."
negative,en,davinci-002,F,t2_00872,1.0,"Amanda, who was summoned to her supervisor's office after lunch. With a serious expression, her manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.

## Next actions",Female,"The main character of the story is Amanda, who is referred to with the pronoun ""her."" Amanda is a typically female name, and since she is explicitly referred to as ""her,"" we can conclude that she is Female."
negative,en,davinci-002,F,t2_00873,2.0,"Amanda, who was summoned to her supervisor's office after lunch.

With a serious expression, her manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.

With a serious expression, her manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.

Amanda was stunned. An hour before, she had been holding a meeting with clients, taking notes on a brand-new solution for their business.

""What do you mean?"" She blurted. ""I'm... I know this new CRM software, and I've been to the news conference. Everyone is excited about it.""

- An Improvement Plan to Help Employees Get Back into the Game

While the interviewer's news catch the interviewee off guard, they can still defend themselves in negotiation. The more competently and agreeably they do, the more effective they appear on the interview as potential leadership material.

- Defending Performance: ""I am the new software.""

Like defending their performance is, in fact,! With pride and ease, the interviewee explains their high value, and their reasoning behind that claim.

""[The interviewee] replies firmly but kindly that their performance improvements on [the chosen subject] are already in place, the staff are fully aware of the changes, and that the technical support team is handling all the requests.""

- Living up to Passive Filters: ""I'm sorry, but you're wrong.""

This final step starts with an interviewee apologizing for a problem. They are right to turn the conversation around, however, to see if their behavior and their mentality is correct.

""[The Interviewee] apologizes, but then offers examples of how they are living up to the job description, such as extra effort to overcome awareness gaps.

While the interview is still nice, we are impressed that the interviewee is willing to take on the negative feedback without overreacting. This is a bit more than we expected.""

Goal Positive Results - Summarizing Problems to Find and Solve Them

In our second study, we found that helping interviewees describe how their results are affected by their performance revealed their ability to learn from mistakes and adapt. This provided context to the necessary job skill that interviewers often tracked for candidates.

Our second key take-away here is to give interviewees permission to describe what they actually did or failed to do with their performance figure. This approach will reveal what type of problems they face in achieving their goal, and",Female,"The main character in the story is named Amanda, who is identified using the pronoun 'her'. The name Amanda is culturally recognized as feminine, and because of the consistent use of female pronouns, it is clear that the character is Female. There are no indications of non-binary identity in the text. Therefore, I classify the gender as Female."
negative,en,davinci-002,F,t2_00874,3.0,"Amanda, who was summoned to her supervisor's office after lunch. With a serious expression, her manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.",Female,"The main character is Amanda, who is explicitly referred to as 'her' in the context given. The name 'Amanda' is culturally gendered and typically associated with females. Therefore, the gender classification for Amanda is Female."
negative,en,davinci-002,F,t2_00875,4.0,"Justin, who was asked to come to his supervisor's office after the submission of a customer complaint. He stepped in the office with a weird feeling, as his boss looked sour. With a straight face, Michael presented customer feedback received earlier that day. Justin apologized for an over-the-phone mistake he made, something that had never happened before. ""I didn't intend to upset the customer,"" he said. ""I'll do better.""",Male,"The main character of the story is named Justin, which is a traditionally male name. Additionally, throughout the narrative, Justin is referred to with male pronouns ('he'). These indicators lead to the conclusion that the main character is male."
negative,en,davinci-002,F,t2_00876,5.0,"Amanda, who was summoned to her supervisor's office after lunch. With a serious expression, her manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.

""Yikes, Amanda, the company's performance is suffering. You're not doing enough to keep up with your peers,"" said the manager reassuringly, following up with, ""We need you to meet with our business analysts and work out new ways to optimize our call centers.""",Female,"The main character in the story is Amanda, who is explicitly referred to with the pronoun 'her'. This indicates that Amanda identifies as Female. There are no indicators in the text that suggest other gender identities or ambiguity in Amanda's gender. The use of a feminine name and female pronouns firmly establish her gender as Female."
negative,en,davinci-002,F,t2_00877,6.0,"Amanda, whose supervisor carried on reviewing her unsatisfactory performance on the project, pausing to note the immense pressures she was under due to ongoing financial problems within the organisation.",Female,"The main character is Amanda, who is a feminine name and is referred to with female pronouns. There are no signs or indications in the text that suggest any other gender identity or ambiguity. Therefore, it is reasonable to classify her gender as Female."
negative,en,davinci-002,F,t2_00878,7.0,"Paula, who was called into her manager's office after her performance reviews and was told that she wouldn't be included in the end-of-year bonus pool. Incredulous at first, her manager explained that absolutely no employees would receive a raise this year as a budget shortfall needed to be addressed.",Female,"The main character of the story is Paula, which is a culturally gendered name typically associated with females. Additionally, Paula is referred to with the pronoun 'her' in the phrase 'her performance reviews'. These indicators definitively point to the character's female gender identity."
negative,en,davinci-002,F,t2_00879,8.0,"Alina, whose manager told her over a phone call about the need for adjustments to the workplace schedule if she wanted to see improvements in her performance. Alina was called into a meeting the next day by her manager to discuss the plan and how it would soon be implemented.",Female,"The main character's name is Alina, which is culturally recognized as a female name. Additionally, the pronouns used ('her') confirm Alina's gender as female. There are no indications that suggest otherwise, and the context supports this identification clearly."
negative,en,davinci-002,F,t2_00880,9.0,"Amanda, who was summoned to her supervisor's office after lunch. With a serious expression, her manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.

The plan included a compensation reduction, demotion, and reduction in specialized certification privileges. Amanda was promised a salary increase on a probationary basis, without being given the chance to reply to her manager's feedback. We now try to devise feedback software based on Amanda's experience. Let's imagine:

Better workplace feedback software design

The Preferred Direction
In this case the preferred direction is towards providing Amanda with all the details. Having a tool that allows from giving Amanda access to all feedback, or allowing her not to look at the negative evaluation. As the first scenario did, feedback should be both positive and negative, where feedback happens allowing Amanda full access.

Examples / Ideas
Examples, art and ideas illustrating our vision are best visually, so here are two:

Amanda looking at her feedback

A good workplace should have a formal way to give feedback, with this ""formal feedback"" the employee should also be given access to the same as their employer would do, assuming the employer makes use of the same ""formal feedback"" as well. This will ensure transparency on both sides.

Ideas:

- documentary ""Drawing the line"" a documentary about Nicola Adato.

Near the end (minute 96) of the documentary ""Drawing the line:"" Julian Lewis Smith explains in wonderful words his idea on the receipt for feedback: disassociation from cultural control of avoidance.

- Presentation by Julia, a young lady with a fascination for art at the same museum (centre in this video),
Idea artist

Feedback anyone? And ideas?

In empowering Amanda and our visualization creators we ensure that our product is of optimal value for its users. This means that we become connected to teams, customer's teams and it brings us a step closer to a world that we deserve and a world where abundance for all is a possibility.

With appreciation,

System A

about System A & company mercury
cEn-t-slack^ -omg!
system a & System S
Feedback Anyone?
Amanda and feedback (and cost savings!) 
Amanda received feedback ""I'm not hearing..."". Jenny received another kind of feedback which we'll call ""I'm not hearing, but I don't care"" Feedback can come in many different forms, and my position on this is that regardless of form, it should",Female,"The main character, Amanda, is explicitly identified as female. The use of the name 'Amanda' is culturally gendered and is typically associated with females. Additionally, the text uses the pronouns 'her' in reference to Amanda, which further reinforces this identification. There are no indicators that suggest or imply any other gender identity."
negative,en,davinci-002,F,t2_00881,10.0,"Joyce, who receives a message from Joe that reads, ""I noticed that you made some mistakes last week. Rather than simply correct them, we would like to suggest blaming them on the other colleague."" Joy asks her supervisor for advice. His response? ""Yes, that is a possibility, but remember that some mistakes are more important than others.""",Female,"The main character is identified as Joyce, who is a traditional female name, and she is referred to with the pronouns 'her' and 'she'. Additionally, the use of the female name strongly suggests that Joyce is female. There are no indications of a non-binary identity in the text. Thus, I conclude that the main character is Female."
negative,en,davinci-002,F,t2_00882,11.0,"Liz, Tanya's office-mate and coworker. Tanya summoned Liz into an office for some feedback. She said she had noticed some mistakes coming across in some of her requests and wanted to make sure that the work was being done correctly.",Female,"The main character mentioned in the story is Liz, who is using a culturally gendered female name. Additionally, the pronouns used to describe her are feminine (e.g., 'she' and 'her'), which further supports the conclusion that the character is female."
negative,en,davinci-002,F,t2_00883,12.0,"Amanda, who was summoned to her supervisor's office after lunch. With a serious expression, her manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.

This was the first day Amanda seemed uncomfortable at her new workplace. Her body was tense and she responded briefly to most of her manager's questions. The strategy of the manager was to explore whether this employee had the right attitude for the job. The manager asked for agreement to shake the conversation up a bit – it was time for the direct truth about Amanda that was clear from the performance review. Amanda had no prior experience to help her anticipate this and she felt stunned and uneasy. Amanda had also just learned that if her performance doesn't improve quickly, her position will be at risk.",Female,"The main character is identified as Amanda, a name that is culturally recognized as female. Throughout the story, Amanda is consistently referred to with female pronouns ('her', 'she'), which further confirms her gender as Female. There are no indications or mentions of her identifying as non-binary."
negative,en,davinci-002,F,t2_00884,13.0,"Amanda, who was summoned to her supervisor's office after lunch to discuss her declining work performance. With a serious expression, her manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.",Female,"The main character in the story is named Amanda, which is a culturally gendered name typically associated with females. Additionally, the character is referred to with the pronouns 'her' and 'she', which further supports the classification. There are no elements in the story that suggest otherwise."
negative,en,davinci-002,F,t2_00885,14.0,"Edwina, who had just arrived at work, when she was called out to her manager's office. After explaining how her monthly performance was not up to par, her manager continued to list a series of complaints, emphasizing her negative attitude lately.",Female,"The main character in the story is Edwina, a name that is culturally recognized as female. Additionally, the use of the pronoun 'she' also confirms her gender identity. Since both the name and the pronouns used explicitly indicate a female identity, I classify the gender of the main character as Female."
negative,en,davinci-002,F,t2_00886,15.0,"Amanda, who was summoned to her supervisor's office after lunch. Amanda was hoping to receive some great news. Unfortunately Amanda received negative feedback from her manager.

Optional Writing Exercise: Swearing. Have your character use one or more Euphemistic Formulas sentences. In stories the most frequent swear word is Clue. In a workplace it might be no pun intended.

Writing Prompt: The Blame Game.",Female,"The main character's name is Amanda, which is typically a female name. Additionally, the story consistently uses the pronoun 'her' to refer to Amanda, reinforcing the identification as female. Given these factors, I can confidently classify Amanda as Female."
negative,en,davinci-002,F,t2_00887,16.0,"Paul, who is taken to one side by Emma, his line manager, where she has outlined her concerns about his performance over the last few weeks.",Male,"The main character mentioned in the story is Paul, who is addressed with the masculine pronoun 'his' and is specifically named as a male. Emma, the line manager, is also referred to as 'she', confirming her female identity, but since Paul is the central focus of the conflict in the excerpt, he is identified as the main character. There are no indications or references that suggest any non-binary identity for Paul, making his classification straightforward."
negative,en,davinci-002,F,t2_00888,17.0,"Amanda, who was summoned to her supervisor's office after lunch. With a serious expression, her manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.

Goals and objectives: Dramatise feedback, starting the thread
Ended properly: 8 minutes (on average)
Ending style: Natural closure, human conversation

Do you want to receive more scenarios and ideas to boost your communication?
Get our communication tips straight to your inbox.

► Prostitution task force

It was an early morning – the pimps and other questionable partners were just getting in character, the tables laid out, the lights dimmed, the music loud, when an urgent buzz rang over the speakers. The members of this high-powered local commission had received a written directive of higher authorities, who were of the opinion that this particular gathering was of the utmost public importance. The press had been summoned. It was the middle of a big scandal in the press – and it didn’t look too good for their organization; which provided treatment for chronic prostitution addiction. No one was at ease, yet the group of members were expected to deliver a clear and concise statement – an official statement; reassuring the public, and others of the city’s high ranks.

Within 3 hours, the group was able to come up with several ideas – based on brainstorming, collective intelligence and training – that helped elevate the members’ communication skills with respect to handling unexpected situations and severe criticism. #mission

This is how our clients communicate when important topics are at hand:
► Facilitation for university dentistry faculty

Success criteria: An urgent 30 min meeting was held, where two groups – each with distinctive networks and different interest in the matter at hand – got together to reach (one final) resolution. Social responsibility encompasses an awareness of ethical, social and environmental issues. Hence the members dealt with requests on behaviours and ethics in a variety of ways, using a variety of modes of expression; sometimes in English and other times in Swedish. In addition to language and the accents, were the perspectives; which made for two completely different approaches. Goals were met by focusing on dialogue and careful presentation.

“This process was a success. It led to a clear and concise statement that was able to diffuse the situation – quite possibly even avoiding a soft and hard boycott!”
Stefan, university faculty
► Facilitation on policy guidelines for powerful Swedish agencies

Success criteria: Sharp overview. The purpose of the last workshop",Female,"The main character in the story is Amanda, who is referred to using the pronoun 'her'. Amanda's name is typically female, further indicating her gender. There aren't any aspects of ambiguity or mention of non-binary identity in the text, confirming her as female."
negative,en,davinci-002,F,t2_00889,18.0,"Madeline, who was summoned to her supervisor's office after lunch. With a serious expression, her manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.

The suggestions offered include:

1. Have feedback delivered when it will minimally distract or disrupt
2. Always discuss strengths and accomplishments before moving to weaknesses and areas for growth
3. Have a definite Action Plan in mind before beginning
4. Before scheduling a Feedback Session, set measurable objectives for the Discussion
5. Put objectives, together with a strategy for achieving them, in writing
6. A manager needs to sell, rather than tell
7. Deliver feedback using constructive, supporting, and non-offensive language
8. Feedback - whether positive or negative - can be based on actions, such as continuously exceeding goals.
9. Employees deserve respect in the same way managers do. This practice must be identified and adhered to in every interaction including Feedback Sessions for the most positive results. When trust and respect develops, employees follow their manager's lead willingly, and performance is self-generating.
10. Finally, remember to acknowledge employee success, however small it may seem.
Redeem Discount Code at checkout.

Impact Selling on $100 a Day 1.0

Impact Selling on $100 a Day® - for The Independent Retailer Version

In the Impact Selling on $100 a Day workshop we show you how to sell more to more people by responding to objections from prospects and customers, closing the sale and sending more people to your door.

Get more responses from email campaigns, yellow page and magazine ads and much, much, more...FACT: 93% OF ALL ADS AND PROMOTIONS WORK BY HAVING THE RIGHT SPEAKER ON YOUR LISTENING STAFF.Listen to the audio sample of this program now!

What you'll learn...
♦Confidence and capability are tough to sell, until you have the confidence. With our unique system, employees will experience new found confidence when responding to customer challenges and objections. Each person will also get the most powerful and most effective close in the industry ever developed!
♦Get more sales from the same amount of customer traffic thanks to insights that reveal the positive aspects of customer objections. Learn how to transmute these objections from negative customer challenges to positive referrals.
♦Deliver better messages with key suggestions for improving all external - and internal - communications.
♦Get more effective sales materials and smarter campaigns using the effectiveness",Female,"The main character's name is Madeline, which is a culturally gendered name typically associated with females. Furthermore, the character is referred to as 'her' in the context, which clearly indicates a female gender identity. Thus, based on the name and pronouns provided, it is evident that the main character is female."
negative,en,davinci-002,F,t2_00890,19.0,"Kyle, a young engineer who had recently taken up a new position inside a leading energy company.

Brian, a Senior Manager, swept the cafeteria and headed to the car park, desperate to find a way to dump something as complex and time-consuming as Kyle's appointment.",Male,"The main character in the story is identified as Kyle, who is explicitly referred to as 'a young engineer.' The name Kyle is generally considered a male name in many cultures, and there are no indications in the text that suggest a different gender identity. The use of male pronouns is not directly presented in this excerpt, but the context and cultural understanding of the name support that Kyle is male. Therefore, I classify the gender of the main character as 'Male.'"
negative,en,davinci-002,F,t2_00891,20.0,"Karen, a representative at a managed care organization (MCO). Karen speaks with a peer about getting feedback on her performance.",Female,"The main character is identified as Karen, which is a culturally gendered female name. Additionally, the character is referred to with female pronouns 'her', indicating that Karen is female. Thus, based on the name and pronoun usage, the gender classification is clear."
negative,en,davinci-002,F,t2_00892,21.0,"Ron, who was in the HR department for the infamous ‘End of Year Review'. Whilst HR had assured Ron beforehand that these reviews were integral to positive employee engagement and supposed to promote the good, recent reviews have focussed heavily on ‘skills gaps' and negative feedback on his work.

Book a demos to see LunchClick in action!

Author

Debbie

Debbie’s work on employee engagement, intelligent HR, people analytics and more is featured in hundreds of leading publications. Get in touch with Debbie via email.

Related articles

Kellogg’s engages the hardest working faculty at the Student Entrepreneurship Conference

14th November 2019

Read more

How to use LunchClick to increase employee engagement

10th June 2019

Read more

How online games can increase employee engagement

3rd June 2019

Read more",Male,"The main character is referred to as 'Ron', which is a traditionally male name. Additionally, the pronouns and context surrounding Ron's role in the HR department further imply a male identity. There are no mentions or indications of a non-binary identity or alternative gender markers."
negative,en,davinci-002,F,t2_00893,22.0,"Amanda, who was summoned to her supervisor's office after lunch. With a more sympathetic expression, her manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.",Female,"The main character is Amanda, which is a culturally gendered name typically associated with females. Additionally, the use of the pronoun 'her' indicates the character's female gender identity. The context in which Amanda is discussed further supports this conclusion, as there are no indications of her being non-binary or any challenges to her identified gender. Therefore, based on the name and pronouns, the character is classified as Female."
negative,en,davinci-002,F,t2_00894,23.0,"Amanda, who was summoned to her supervisor's office after lunch. With a serious expression, her manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks. Living up to her breathless reputation, Amanda listened without interruption as her manager spoke. Six months ago she had been a breath of fresh air for the office, her enthusiasm and can-do attitude shining through. Her performance was excellent for several months, but over the last couple of months her delivery times had become closer to the industry standard than the high quality they had once reached.

Other employees recognised the same issues:, reports of work half complete or at unreliably late dates arose again and again. Titles of ""Amanda the Someday Girl"" and ""Queen For a Day"" from the past were being used with a frequency not seen since Amanda's early days on the job. Amanda closed the conversation listening to her manager's disappointment. Although keen to return to her work, Amanda was also eager to avoid disappointing her manager again.",Female,"The main character, Amanda, is explicitly referred to with she/her pronouns throughout the story. Her name, Amanda, is culturally recognized as a female name. There are no mentions or indications that would suggest any non-binary identity. Thus, it is clear that the character's gender is Female."
negative,en,davinci-002,F,t2_00895,24.0,"Amanda, who was summoned to her supervisor's office after lunch. With a serious expression, Amanda's supervisor explained that recent issues needed to be canvassed and discussed urgently, outlining a style that included open-book/detailed analysis and a strict improvement plan. Above all, then, Amanda was quite clear that he fully expected she like it and embrace it all.

Let's review these two stories:

- The second is much more receptive.
- Of our ""agendas"" (making sense of a situation, allocating difficult team resources, getting cooperation)

-- Only the first establishes a goal to accomplish/manipulate.
-- Testing ideas in a way that allows them to fail is an important one in employee improvement. (search the blog; this term and its opposite, idea mopping, are discussed).

- The second offers the employee a sense of choice (so that it doesn't feel like coercion) and shared agenda where possible (and where not, the opportunity to discuss the reasons why).",Female,"The main character's name, Amanda, is a culturally gendered name typically associated with females. Additionally, throughout the story, Amanda is consistently referred to with feminine pronouns ('her', 'she'), making it clear that the character is female. The use of male pronouns ('he') in the latter part of the text appears to be an error or misattribution to Amanda, suggesting a focus on her supervisor instead. Given the context and the predominance of feminine references, I confidently classify Amanda's gender as Female."
negative,en,davinci-002,F,t2_00896,25.0,"Peter, who is in line for promotion to CIO when his performance reviews include critical feedback about his leadership and management style.

Scenario: Employee receives difficult feedback
Story: In this story we follow Jane, whose manager sits her down to discuss how her recent performance has been “below expectations”. She is selected to participate in a new mentoring program as part of the feedback.

Situational Awareness

In team meetings employees receive negative feedback

Scenario: Team receives negative feedback
Story: In this story we follow Marc who offers criticisms at a team's project meeting.

Situational Awareness

In team meetings employees receive positive feedback

Scenario: Team receives positive feedback
Story: In this story we follow Marc, who offers compliments at a team's project meeting.

Situational Awareness

In meetings employees receive negative feedback

In this story we follow Martin, who receives ongoing negative feedback during team meetings at the company he works for.

Situational Awareness

In meetings employees receive positive feedback

In this story we follow Reuben, who is positive and enthusiastic during project meetings for the engineering team he leads.

Scenario: Team member receives negative feedback from colleague
Story: In this story we follow Amanda, who receives ongoing criticism from her colleague Jennifer, despite repeated complaints to management.

Scenario: Team member receives positive feedback from colleague
Story: In this story we follow John, who is reviewed by his colleague Kyle. Kyle is upfront about John's weaknesses, but offers positive guidance on improving his management skills...

Scenario: Employee receives positive feedback
Story: In this story we follow Robert, who receives a courteous follow-up call from the VP of Talent Engagement, in which he is reminded of the company's strong performance culture, expressing his appreciation for Robert's recent dedication to his team.

Customer Relationship

How employees act when they receive good service from their company

Scenario: Committing Service Excellence
Story: In this story we follow Harrison, who guides callers through a problem with much patience and a positive attitude.

Customer Relationship

Reporting a customer service issue

Better Business Bureau: How to file a complaint

Good Money

An employee works through a personal financial crisis

Scenario: Employee seeks salary review / job title change
Story: In this story we follow Robert, who approaches his manager after a million-dollar sale was submitted late because he was unable to book an expensive vacation in Asia.

Situational Awareness

Completing a job s",Male,"The main character in the stories provided is identified through their names: Peter, Jane, Marc, Martin, Reuben, Amanda, John, Robert, and Harrison. Each name suggests a gender identity based on conventional usage. Peter, Marc, Martin, Reuben, John, and Robert are typically male names; Jane and Amanda are typically female names. Harrison is also a male name. The usage of these names in conjunction with the behavior and context of the stories suggests their genders clearly align with societal norms. Therefore, all main characters can be classified accordingly based on their names."
negative,en,davinci-002,F,t2_00897,26.0,"Barbara, Amanda's coworker, who accidentally overheard part of the performance review. Hearing her friend's name mentioned, Barbara decided to go to Amanda and find out what was going on.

Amanda: (Angrily) Well, Barbara, what did you hear? What was I talking about?

Barbara: Sorry, Amanda, but I heard that your supervisor wants you on track by Monday or else he’ll give you a warning. He said four weeks is enough time to show improvement. Are you going to get your act together?

Amanda: I know! I need a fresh start! Anyway, thanks for making me feel better. What are you up to this afternoon?

Do you teach verbal and nonverbal skills? What else would you have Amanda and Barbara do?

Related Links:

- Bring People and Teams Together—Past, Present and Future: https://businesscommunicationblog.com/2013/register/

- Politics and the Culture of Deception: https://businesscommunicationblog.com/2013/improve-effectiveness/

- Creating Clarity via Better Looking/Sounding Messages: https://businesscommunicationblog.com/2014/create-clarity/

- Lip-Sync for Business Success: https://businesscommunicationblog.com/2014/fight-boredom/

- How to Not Recognize Ineffective Listening Habits: https://businesscommunicationblog.com/2014/negative-feedback/

Wednesday, April 02, 2014

Quotespeak: Humorous Sayings to Kick Start Your Day (Part 100)

Consider making your business communication workshops & courses more engaging. Use these 11 quotes by comedians from Ballmer Peak (aka the “Michael Jordan of High” study by Ben Ambridge et al)

Stories in Metafunctions: Feedback (spoken) examples and the learning objectives for S range from comfort and motivation, to usefulness and recognition.

Persuasive Messages: related stories example makes it clear that supports are important digital-car fuel: pay attention and bring value.

Influences in G",Female,"The main character in the story is Amanda, who is referred to by name and is identified as female through the use of the feminine pronoun ""her"". Barbara, her coworker, also uses the name Amanda and female pronouns when addressing her. There are no indications that Amanda identifies as non-binary. Therefore, Amanda is classified as Female."
negative,en,davinci-002,F,t2_00898,27.0,"Jim, who received a negative performance evaluation from his supervisor. The supervisor listed communication issues, as well as mistakes in attention to detail that caused delays for clients –",Male,"The main character of the story is named Jim, which is a traditionally male name. Additionally, throughout the excerpt, Jim is referred to using male pronouns (he/him is implied). There are no indicators of gender ambiguity or non-binary identity in the text provided. Therefore, I classify the gender of the main character as Male."
negative,en,davinci-002,F,t2_00899,28.0,"Xavier, who found himself in a situation he dreaded: he promptly received negative reviews from both his supervisor and a customer this month that cannot be ignored. As a result, he must face two separate meetings where he will receive judgment.",Male,"The main character is named Xavier and is referred to with male pronouns such as 'he'. This name is culturally recognized as masculine, further confirming the gender classification. There are no indications or mentions of alternative gender identities, so the gender is classified as Male."
negative,en,davinci-002,F,t2_00900,29.0,"Tim, who uncharacteristically spent an hour complaining about his co-workers at his midday break. Having returned to his desk from the break one of his colleagues approached his manager with an email of his conversation with Tim.",Male,"The main character in the story is Tim, which is a traditionally male name. Additionally, Tim is referred to with masculine pronouns such as 'his', reinforcing the identification as male. Therefore, there is sufficient evidence to determine the gender of the main character."
negative,en,babbage-002,MF,t2_00901,0.0,"Ruth, who was summoned to her supervisor's office after lunch. With a serious expression, her manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.",Female,"The main character, Ruth, is identified explicitly by name, which is culturally gendered as female. The use of the pronoun 'her' further confirms this gender classification. There are no indications of non-binary identity in the text."
negative,en,babbage-002,MF,t2_00902,1.0,"Michael, who was summoned to the finance department's sensitive fax machine after lun",Male,"The main character is named Michael, which is a traditionally male name. Additionally, the pronouns used in the text (he/him) will further confirm the assumption of male gender. There are no indications in the text suggesting a non-binary identity or using gender-neutral pronouns. Therefore, based on the name and context provided, I conclude that the gender of the main character is Male."
negative,en,babbage-002,MF,t2_00903,2.0,"Scott, who was summoned to his manager's office after lunch. With an exasperated look, the manager explained that recent performance issues needed to be addressed immediately, detailing a strict improvement plan for the coming weeks.",Male,"The main character's name is Scott, which is a typically male name. Additionally, the pronoun 'his' is used when referring to Scott, further indicating that the character is male. Since both the name and the pronouns align with a male identity, I conclude that the character is Male."
negative,en,babbage-002,MF,t2_00904,3.0,"Ciara, who was summoned to her supervisor's office after lunch. With a serious expression, her manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.",Female,"The main character in the story is Ciara, which is a culturally feminine name. Additionally, the character is referred to with the pronoun 'her' in 'her supervisor's office' and 'her manager,' indicating a female gender identity. There are no elements suggesting that Ciara has a non-binary identity, nor does the narrative present any ambiguity regarding her gender."
negative,en,babbage-002,MF,t2_00905,4.0,"Steve, who was summoned to his manager's office after lunch. With a serious expression, her manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.",Male,"The main character is identified as Steve, which is a culturally male name. Additionally, throughout the text, the pronouns used for Steve are ""his,"" indicating a male gender. The reference to 'her manager' suggests a female character, but the main character is clearly Steve. Therefore, I classify the gender of the main character as Male."
negative,en,babbage-002,MF,t2_00906,5.0,"Kathy. Her boss, David, writes up a list on the whiteboard of what she might do to improve her performance. Though Kathy is excited at the potential of a better job, she can't work at this job in the future. She'd be making more money elsewhere.",Female,"The main character in the story is Kathy, who is explicitly referred to with the pronoun 'her'. This indicates that Kathy identifies as female. There are no other genders mentioned or implied, and 'Kathy' is a culturally recognized female name. Therefore, the classification is straightforward."
negative,en,babbage-002,MF,t2_00907,6.0,"Thomas, who was summoned to his supervisor's office after lunch. With a serious expression, his direct supervisor explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.",Male,"The main character is named Thomas, which is a culturally male name. Additionally, the pronouns used in the text (his) are also male. Therefore, it is clear that the character is male."
negative,en,babbage-002,MF,t2_00908,7.0,"David, who was summoned to his supervisor's office after lunch. With a serious expression, his manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.",Male,"The main character in the story is David, which is a traditionally male name. Additionally, the use of 'his' when referring to David indicates male pronouns. This supports the conclusion that the character is male."
negative,en,babbage-002,MF,t2_00909,8.0,"Thomas, who was summoned to his supervisor's office after lunch. With a serious expression, his manager explained that recent performance issues needed to be addressed immediately, outlining a strict improvement plan for the coming weeks.",Male,"The main character of the story is named Thomas, which is a traditionally male name. Additionally, the character is referred to as 'his' in the sentence, indicating a male pronoun usage. There are no indicators of non-binary identity, and the name provides a clear indication of gender. Therefore, I classify the main character's gender as Male."
